error_type,index,primary_mode,all_modes,n_modes,stars,word_count,prob,text
FP,1228,neutral_allergen_mention,neutral_allergen_mention|illness_mentioned_not_caused_here,2,3.0,277,,"Food: 2 / 5 Stars The Breakfast Poutine: (4 / 5 Stars) The real highlight of today's brunch was my friend's Breakfast Poutine - I stole a few bites. The Poutine had a rich flavor and was very satisfying. The Duck Confit: (? / 5 Stars) Did not try but was told that the dish tasted great. Smoked Salmon Beni: (0 / 5 Stars) Although I was looking forward to my dish, the Smoked Salmon Beni was a huge d"
FP,1231,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,152,,"Really nice deli with Coffee bar, Wine room, Cheese room, Domestic & Imported beer cooler, Meats, Seafood, and Italian desserts. We arrived right as the Lunch crowd was starting to dwindle. They also have a cooked section with a lot of traditional Italian dishes. We had already eaten lunch so just came in to see what all the buzz was about. I have however, had a few of the hot dishes catered at a "
FP,1232,negated_hazard,negated_hazard,1,2.0,193,,"I read the bad reviews and got worried - this was a off hours business dinner with co-workers, and I wasn't looking forward to a case of food poisoning. I went over to CitySearch to see if the opinions were bad all around, and over there this place is raved about. This place didn't match up to the wonderful relaxed, subdued atmosphere in Amura (Orlando). I have never associated sushi with bad tech"
FP,1239,neutral_allergen_mention,neutral_allergen_mention|illness_mentioned_not_caused_here,2,2.0,127,,"I went to Wildflower for my sister in law's birthday. I was looking for a vegan option and unfortunately, due to the limited menu, that night the only option was a lentil dish. For about $18 the dish ended up being steamed lentils with a steamed mushroom on top. Very disappointing. I can make that meal at home in 5 minutes for about $4. For such a distinguished restaurant in Edmonton I'd like to c"
FP,1252,unexplained_fp,unexplained_fp,1,3.0,225,,"Tracked down the Cha Cha Chow truck recently in Hospital City. I had not had the pleasure yet. Like others, happy to see the food truck trend reach the shores of the Mississippi seeing as it's nothing new on the coasts. The first thing to remember is you are eating street food. You are paying for the convenience not necessarily for a 4-star lunch. CCC however does a good job of offering variety fr"
FP,1258,unexplained_fp,unexplained_fp,1,3.0,60,,"Thankfully there are now other coffee options in Southwest Center City (the former Graduate Hospital). LaVa often crowded + with folks almost exclusively on laptops. Good for folks looking for an office outside the office, but not a fun, convivial vibe + a bit stuffy without the level of coffee to back it. And can't say much for the eats."
FP,1259,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,336,,"My wife and I went last night for the first time because we are considering moving to Seminole Heights. Before I write a full review I will say the food was great, but the service sub-par. The first thing we noticed as we walked in was a sign in sheet and there were only 4 names in front of us, we figured it shouldn't take very long, plus there are 2 tables open that just need to be cleared. About"
FP,1261,unexplained_fp,unexplained_fp,1,1.0,331,,"Oh, Burger Up, where should I begin? I've given you more than a few fair shakes - four to be exact and every time I walk away disappointed and angry. Let's start with my personal biases - I hate large table seating. When I go out to dinner and intend to sit at a table, I generally expect it to be a personal table, an intimate experience between my guests and I, not a picnic with strangers. But I g"
FP,1283,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,290,,"I give this place- and all of those who work there a lot of credit. For Weavers Way exists purely on the hard work and dedication of a neighborhood of Tree Huggers and Earth Children. I first found out about WW a few years ago when a friend of mine brought me along while she went shopping. I was impressed by the movement and joined shortly thereafter. I do all of the shopping for my family, and I "
FP,1295,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,2.0,758,,"I've given this two stars because the food is edible and it was all cooked properly, although it's not a pleasant experience and not somewhere I would return. Bright interior space and freshly painted walls give a great impression when you first walk in...unfortunatley, that's the last good experience you'll have The staff is clueless and walking around frantically, but no one knows what anyone is"
FP,1296,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here|strong_negative_sentiment_only,2,1.0,45,,"absolutely horrible. The cheese steak was just terribly disappointing. The ""meat"" was very poor quality and the grizzle was overwhelming. Cant believe I actually ate this stuff. Who ever Tony Luke is should probably do a quality check at this place before someone gets sick."
FP,1297,unexplained_fp,unexplained_fp,1,1.0,143,,"My Husband and I received 2 gift cards for Tony Roma's for Christmas. So we decided to give them another try tonight. We hadn't been to this restaurant in about 5 years, because we were so disappointed with our previous experiences. Unfortunately tonight was no different. I ordered the 1/2 chicken with rice and seasonal vegetables. The chicken was dry and burnt and the rice was microwaved instant "
FP,1312,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,2.0,150,,"OK, to be fair the day I went to this place the ""owner"" as she made it seem, stated that their cook called out sick. She was manning the kitchen and register, yet there were two other employees there. It took literally 40 mins to get our food, which was only two gyros and ranch fries. The wait wasn't really that much of an issue, but when we did get the order it was wrong. We were suppose to get c"
FP,1316,negated_hazard,negated_hazard|illness_mentioned_not_caused_here,2,2.0,150,,"I've been going to AMSO Fort Lauderdale and Miami for the longest even made connections with the managers from frequent visits and table service. Came to this one for the first time and the location is prime. Lighting, music, and space up to par. The service needs a lot of improving from the 15min I spent inside. Ordered a textbook Titos and soda. And only got soda. I wasn't sick or anything so I "
FP,1318,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,275,,The food is always great here and at all their locations. Yet after today I won't be back to collingswood....at least not till winter! It was no cooler than 80 degrees in the place. I couldn't even finish my food because I felt sick from the heat. No coffee today! The staff were all dripping sweat and wiping their faces as well as all the guests. On our way in a woman who's shirt was completely so
FP,1327,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,74,,"(~) - cobb salad Had a typical not great not bad experience here. The cobb salad was ok, huge portions, tried to switch something out for corn and wasn't able to do that, lamee. It also came with a half piece of bread that had a layer of cheese on top, could have done without the cheese. Getting sick of chain places especially since that's mostly all there is around this area.....Average Average A"
FP,1332,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here|unpleasant_not_unsafe,2,1.0,140,,"NO WAY I know others like this place ,I'm sorry to say it was awful. The soup was ok, not filled up, looked like they didn't want to splurge with filling up to look decent. the salad looked like they opened a bag of salad dribbled it on then grabbed some off. the garlic bread is full of jared garlic and oil will make your stomach sick. my son ordered lasagna , who knows what was in it and i ordere"
FP,1333,negated_hazard,negated_hazard|illness_mentioned_not_caused_here,2,2.0,307,,"I'm not sure where all the good reviews for this place are coming from, because this place simply isn't very good. I'll give it two stars though because at least the service was friendly and I didn't get sick. Like most of the other reviewers, my family and I came here for dinner because we had purchased one of the Groupons. Looking back, I'd rather have just wasted the Groupon and stayed at home."
FP,1343,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,2.0,202,,"We had a Sunday lunch here and it was ok, nothing great. Maybe I'm spoiled since I live in Chicagoland, where there are plenty of fabulous restaurants. We were celebrating an upcoming wedding and they seated us at a round table with a nearby spot to place the gifts on. That table was almost an afterthought, crammed in the corner, just like us. The service was ok, but she could have really done mor"
FP,1346,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,1.0,172,,My review is not based on one just one bad experience. I have stopped by here many many times over a several year period. But no more! Let me say that I am a fan of CC's coffee. We brew Community Coffee in my home and office and I have enjoyed many good cups at CC's for many years. This location is convenient to me as it is near my house. But I am sick and tired of the aggressive pushing of produc
FP,1370,unexplained_fp,unexplained_fp,1,3.0,95,,"Purebread is a decent option for a quick meal or lunch. This particular location is a little tricky to get to, being located in a corner of a big shopping center, but close to several medical facilities and the Christiana hospital for those searching for a place in the area. While they have a great variety of sandwiches, all cleverly named after dog breeds, the prices seem high for what you actual"
FP,1376,neutral_allergen_mention,neutral_allergen_mention|generic_complaint_no_hazard,2,3.0,134,,"So I definitely much prefer the feel of the tasting room in Kessler but if you want the full Upland menu you have to come here. Everything was good I had the seitan tenderloin which I always have liked and this was no different, and an Ard Ri to drink also delicious as always. The bar seating is really tight but there are plenty of tables and a surprising amount of families. Also a general comment"
FP,1393,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here|strong_negative_sentiment_only,2,1.0,53,,"I have an egg allergy. I ordered a sandwich with no egg. They gave me a sandwich with egg. When I told them it was a mistake they just took the egg off instead of re-making it. Sloppy and rude. No thanks, will stick with Starbucks or the other Dunkin down the street."
FP,1401,unexplained_fp,unexplained_fp,1,1.0,108,,Meh is right. I used to live right down the block from this place and would rather walk 5 miles in the snow than eat here. Penne vodka to you might mean some srumptious marina-cream sauce. To Jon's it means melted nacho cheese with marinara sauce. No joke. Ok I'm sure you're asking me why I ordered penne vodka at Jon's. But I was sick of everything else. The wraps are dry. The salads are tasteless
FP,1404,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,226,,"This place is pretty excellent- definitely a go-to for me and the BF. Some notes: -HAPPY HOUR and LATE NIGHT: Happy Hour is 5-7 weekdays, and gets you half-price margaritas ($2.50 is hard to beat). Late night is Sunday-Thursday 10pm-12am, and gives you half-price margaritas AND draft beers (usually they have a few decent craft beers). *update- all specials have gone up :( bummer. Alas! -$1 per per"
FP,1408,unexplained_fp,unexplained_fp,1,1.0,28,,"Awful! Have been there for breakfast a few times, was always good, however, tried it for lunch. Frankly, I've had better hospital food. Dry, tasteless, overpriced. Crappy service."
FP,1411,unexplained_fp,unexplained_fp,1,3.0,113,,"It's easier to break this place down with Pros and Cons: PROS: Close to home, Prices are less than Starbucks and OCF, Hardly ever a line, Nice variety of seasonal and specialty coffee drinks, Decent atmosphere (on the rare occasion that it's not packed) CONS: Lacking in Cleanliness (dirty spoons), Baristas aren't always helpful or friendly, Usually packed if you are looking to find a seat, $10 min"
FP,1419,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,1.0,96,,"Do you like up sold on every item you choose? Offered food you are allergic to as a free sample? Asked ""How are you doing today?"" 1,000,000+ times while you are SLOWLY shuffled down a line of high calorie foods and then upsold again by being offered a drink cup being placed on your tray when you didn't even ask for it?! Then this hellhole of overly nice people infused with top 40 hits being played"
FP,1429,neutral_allergen_mention,neutral_allergen_mention|generic_complaint_no_hazard,2,1.0,256,,"My asocial streak kicked in hard this evening and I decided I'd like to deal with as few humans as possible in order to handle the dinner thing. Oh, and I'm on a wheat-free diet. What to do? Solution: online ordering from Domino's! Wrong. 100% wrong. I sit here having consumed a gluten-free* pizza that was both burned and cold, delivered to my home half an hour after the delivery time that was pro"
FP,1438,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,3.0,225,,"Came here for a luncheon in the upstairs room and left with mixed feelings. Ambiance: Pure southern elegance. We had access to the 2nd floor balcony over looking city park. I could have stayed there all day. For private parties, they set up a make shift bar so you can relax and sip on mimosas. Whats not to like? Service: He was an old school fine dining waiter-no complaints Food: Hence my 3 star r"
FP,1439,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,2.0,174,,"I recently visited this Dunkin' Donuts on my way to class. I stopped in for their 0.99 iced tea. When i asked the employee for two lemons to be placed in my iced tea, he ignored my request and said they could not do that. I then asked for two splenda to be placed in my ice tea. With a wave of his hand he motioned for me to leave the counter and go to the side table to pick up a straw. It wasn't un"
FP,1441,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here,1,1.0,66,,"I used to love OCB, but damn, this is not what i remember when i was younger. The staff were the nicest people you'll ever meet, but the food...the food was drowning in butter. And i mean EVERYTHING. If you're on a diet and dont feel like eating food that won't make you sick, there's nothing to eat here. Be forewarned, everything is drowning in butter!"
FP,1445,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here|strong_negative_sentiment_only,2,1.0,186,,"While the food was decent, our experience was very unpleasant and I will not return. We were with friends who have a son with life threatening allergies. While trying to talk to the man who introduced himself as the ""head chef"" and should be quite concerned with such issues, he was rude and incredibly condescending. He interrupted and consistently talked over the table, all while being very clearl"
FP,1451,negated_hazard,negated_hazard,1,2.0,59,,"You know what's weird? When you go to a Mexican restaurant, and the margaritas are the same color as the guacamole. El Rey is a close walk from almost anywhere downtown, but the food is ""meh"" and the drinks are watered down. I've never gotten sick after eating there though, so that's a plus. I'll give it two stars."
FP,1453,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here|strong_negative_sentiment_only,2,1.0,266,,"HORRIBLE! HORRIBLE! HORRIBLE! We went here after U of A game, there was about 12 people total in the restaraunt. We waited an hour and a half for our first item, wings, to come out. Then the fries and side salad we ordered with the wings came half hour later. All the while listening to how the waitress works 7 days a week because they are short staffed and the owner had to go back there to cook. B"
FP,1472,neutral_allergen_mention,neutral_allergen_mention|negated_hazard,2,1.0,291,,"It wasn't a pleasant experience. We left even before we got our food, that's how bad it was. We decided to dine in and we were still choosing the food from the menu. The server gave our drinks which we haven't opened yet (they were Coke bottles). We went there because we remember going to our relatives house and they served fried chicken and Lo mein which they said they ordered from Bamboo House a"
FP,1482,illness_mentioned_not_caused_here,illness_mentioned_not_caused_here|strong_negative_sentiment_only,2,3.0,22,,"Allergy sufferers beware. Plants, plants, plants. My review has no reflection on the grand scale and beauty of the resort. I'm miserable."
FP,1489,unexplained_fp,unexplained_fp,1,3.0,332,,"This is probably my favorite Chinese place around these parts. I think their location right across the street from Temple University Hospital allows them to step up their game just a bit. For one thing, it just feels a little bit nicer inside. Sure, you still have to order through bullet-proof glass, but the floor is actually clean and the walls aren't covered in graffiti. They also have an ATM an"
FN,83,unexplained_fn,unexplained_fn,1,3.0,298,,"I was craving a burger, and since we'd driven past this place a few times, we decided to check it out! Pros: The chili cheese fries were REALLY good! The chili tasted and looked homemade (not the canned stuff) and was a huge portion. That could have been my entire meal by itself. Cons: The worst thing was that the cashier was also assembling the food when she wasn't handling the money. She did NOT"
FN,147,unexplained_fn,unexplained_fn,1,1.0,260,,"Let's start with my first impression ... it wasn't great. On the door walking in there are images of the credit cards they accept but when you walk to the counter there is a hand written sign that says something to the effect of we do not accept credit cards use the ATM next door. I told my husband we would need to go elsewhere to eat then. At this point some guy came up to take our order, we comm"
FN,165,unexplained_fn,unexplained_fn,1,1.0,88,,"My wife and her friends returned to try this place again and her report is that it's worse than before. The staff is a bunch of inexperienced kids for whom this must be their first job, the food is still crappy (but not microwaved, the owner will tell you that), and the bathrooms and tables are still dirty. What can you expect from a place that got dinged by the board of health for cooking with ca"
FN,311,unexplained_fn,unexplained_fn,1,1.0,247,,"After a 90-min wait (we were told it would be an hour), I went for dinner with my sisters. The food was just okay and over-priced. The polenta wasn't the best I've had, the cheese empanadas were not empanadas but rather fried little puff balls (and if they're going to be vegetarian, there should more more, not less of the meat ones), the cauliflower was pretty good but again, not worth the price. "
FN,401,unsafe_handling_no_illness,unsafe_handling_no_illness,1,2.0,164,,Employees need to be coached in hygiene and proper food handling techniques. Was a frequent visitor but that one gross employee made me notice other things and question whether I would come back and as of yet I have not. I messaged them previously and didn't receive any replies. Food is usually decent and over priced but didn't mind until that one nasty guy. Message: We eat here quite regularly bu
FN,625,contamination_no_illness,contamination_no_illness,1,1.0,145,,I had one of the top three worst restaurant experiences of my life here. One example is that my wife got a lukewarm burrito and sent it back after talking with the manager. The burrito came back partly eaten....by the chef....as the manager said she has the chef taste things when complained about....AND SHE BROUGHT THIS BURRITO BACK TO OUR TABLE...THE MANAGER (who said she is part of the founding 
FN,671,unsafe_handling_no_illness,unsafe_handling_no_illness,1,1.0,38,,"I've ordered pizza here twice because I am in the neighborhood. Both times have been awful. Today, the dough on my pizza was literally raw. I really want this place to suceed, but the pizza is not good."
FN,765,unsafe_handling_no_illness,unsafe_handling_no_illness,1,2.0,119,,We stopped in after picking my friend up at the airport. I should have read the reviews before hand as we experienced the SAME ISSUES on undercooked steaks! I should have known it was going to happen as the server asked us to cut into our steak while she waited. Both were supposed to be medium and they came out blue rare!! Now we have cut into them so all the juices exit the meat and upon re-cooki
FN,1281,unexplained_fn,unexplained_fn,1,2.0,34,,"Some of the food was cold, they didn't have any of the sides I wanted, there were flies everywhere while eating. I wouldn't recommend dining maybe just take out , wouldn't dine here again...."
FN,1314,unexplained_fn,unexplained_fn,1,2.0,175,,Back from Reno and couldn't wait to review this place. We went here because it was right across the street from Peppermill where we stayed. I checked out yelp before I came and again it was highly recommended. WRONG! Are you smoking people? Did you drink the nasty water that was filled right from the counters faucet in front of you? I wouldn't have been able to keep that down to save my life. Just
FN,1436,unsafe_handling_no_illness,unsafe_handling_no_illness,1,1.0,152,,"I went in on a Sunday morning to pick up a few desserts for a family gathering at the Center City location.. I saw Baklava, and was told not to purchase them by the sales associate (and I appreciate her honesty) because they were hard as a rock.. I then purchased to cakes, a Pound cake, and a peanut butter mousse cake. Everyone was looking forward to the peanut butter cake. EVERYONE TOOK A BITE AN"
FN,1474,contamination_no_illness,contamination_no_illness,1,1.0,88,,"There was a roach that crawled behind my shoulder on the seat. We killed it with a napkin and we were so hungry and know things are crazy with the storm coming. Once I received my food I had a hair in it. The waiter came back with a new plate after walking without saying a word and told us the manager said, ""we are in the middle of a hurricane and bugs are seeking to go inside."" This place is dirt"
